"index","age_permi","age_veh","genre","stat_matri","categ_socio","usage_veh","age_conduct","type_veh","bonus_malus","mont_recl","garage","source_energ","valeur_veh"
8145,622,1,"Homme","Autre","CSP50","perso",71,"vehicule utilitaire sport",50,102.59003021148,"garage communautaire","regular",48577.4251063219
87699,342,7,"Homme","Autre","CSP1","perso + travail",47,"sedan",50,600.965256797583,NA,"regular",25949.7966391917
14916,419,7,"Homme","Autre","CSP60","perso + travail",53,"sedan",50,4408.41389728097,NA,"regular",26766.7372151032
22607,449,5,"Femme","Autre","CSP50","perso",55,"sedan",80,385.228096676737,NA,"regular",19095.8863416645
15076,718,4,"Homme","Autre","CSP50","perso",81,"sedan",50,1855.53987915408,NA,"regular",25550.5818003939
110688,335,7,"Homme","Autre","CSP66","perso",55,"sedan",59,4056.77764350453,NA,"regular",45527.931955184
11495,387,8,"Femme","Autre","CSP50","perso + travail",51,"sedan",50,100.716616314199,NA,"regular",14970.2215573949
96899,270,4,"Femme","Autre","CSP50","perso + travail",42,"autre minivan",60,1418.61027190332,NA,"regular",26319.9132627034
60170,522,4,"Homme","Autre","CSP60","perso",72,"sedan",50,781.178247734139,NA,"diesel",24195.2146346014
54951,115,1,"Homme","Seul","CSP42","perso + travail",33,"station wagon",60,464.052870090634,NA,"diesel",37989.858267283
99805,261,1,"Homme","Autre","CSP50","professionnel",43,"sedan",68,1382.08459214502,NA,"regular",48963.0772846944
92057,313,4,"Homme","Seul","CSP50","perso",50,"autre minivan",50,1223.39818731118,NA,"regular",29338.3391104313
143191,650,1,"Femme","Seul","CSP50","perso",76,"sedan",93,361.132930513595,NA,"regular",27359.8020186332
1641,522,2,"Homme","Autre","CSP60","perso",62,"sedan",50,79.5317220543807,NA,"diesel",38097.6739556014
40301,698,1,"Homme","Autre","CSP50","perso",76,"sedan",50,5360.14350453172,NA,"regular",29993.9598972835
15680,213,5,"Homme","Autre","CSP60","perso + travail",35,"van",50,2681.64471299094,NA,"diesel",24950.1124539951
8112,152,7,"Homme","Seul","CSP50","perso",32,"sedan",85,270.337160120846,NA,"regular",11223.9991204156
100503,408,1,"Homme","Autre","CSP60","perso + travail",52,"sedan",50,558.454078549849,NA,"diesel",27041.1439688805
5680,284,5,"Femme","Autre","CSP55","perso + travail",43,"sedan",57,4246.84078549849,NA,"diesel",22718.6677571892
17479,785,7,"Homme","Autre","CSP50","perso",83,"sedan",50,785.643806646526,NA,"regular",40098.0093213371
14871,515,4,"Homme","Autre","CSP55","perso + travail",61,"vehicule utilitaire sport",95,2163.26283987915,NA,"diesel",41302.5212333197
28460,298,7,"Homme","Autre","CSP26","perso",54,"coupe",58,1161.59909365559,"garage communautaire","regular",44306.7824691713
87540,567,4,"Homme","Autre","CSP50","perso",78,"station wagon",50,2639.7580060423,NA,"regular",32527.9693092197
23104,496,1,"Homme","Autre","CSP50","professionnel",61,"van",65,2286.46042296072,NA,"diesel",38143.4605617538
125045,463,6,"Homme","Autre","CSP50","perso",56,"vehicule utilitaire sport",57,256.528096676737,"aucun","regular",34840.6478362655
19393,195,6,"Homme","Seul","CSP50","perso + travail",40,"cabriolet",50,1628.88036253776,"garage communautaire","regular",30316.7887030475
21176,277,1,"Femme","Autre","CSP50","professionnel",46,"minivan",50,1087.67583081571,NA,"diesel",35262.4009107638
6375,134,1,"Homme","Seul","CSP50","perso + travail",29,"sedan",57,4350.99788519637,NA,"diesel",27974.461908288
8718,481,4,"Homme","Autre","CSP50","professionnel",58,"vehicule utilitaire sport",50,7660.8253776435,NA,"regular",38535.8607904242
91999,476,2,"Homme","Autre","CSP50","professionnel",68,"sedan",56,1305.87552870091,NA,"regular",41478.0222672703
10293,87,5,"Homme","Autre","CSP42","perso + travail",25,"sedan",90,1792.48006042296,NA,"regular",11301.3321381966
102217,510,4,"Femme","Autre","CSP50","perso + travail",61,"sedan",51,1418.61027190332,NA,"regular",18938.933893488
1121,356,6,"Femme","Autre","CSP50","professionnel",48,"van",50,405.564652567976,"aucun","regular",24334.0871042735
2107,361,1,"Femme","Autre","CSP50","professionnel",48,"van",50,1418.61027190332,NA,"diesel",32725.5823659067
1024,274,2,"Homme","Autre","CSP50","voyagement professionel",44,"sedan",63,1470.12326283988,NA,"diesel",30389.7145187742
37688,459,5,"Homme","Seul","CSP50","professionnel",57,"sedan",57,885.193957703927,"aucun","regular",17253.973149233
105229,447,10,"Femme","Autre","CSP50","perso + travail",55,"sedan",54,3258.2084592145,NA,"regular",19871.1558789953
25364,358,6,"Femme","Seul","CSP26","professionnel",47,"sedan",50,3779.80694864048,NA,"regular",12327.4366998713
10998,124,2,"Homme","Autre","CSP60","perso + travail",28,"cabriolet",60,97.3232628398791,NA,"regular",32898.4254292806
75086,206,5,"Homme","Autre","CSP60","professionnel",35,"sedan",50,102.59003021148,NA,"diesel",23976.5337407978
28902,174,4,"Femme","Autre","CSP48","perso",33,"sedan",80,449.336555891239,NA,"diesel",25974.1306594806
12387,327,5,"Femme","Autre","CSP60","perso + travail",51,"vehicule utilitaire sport",50,2391.78398791541,"aucun","regular",32723.608309703
107828,119,7,"Homme","Autre","CSP50","perso",28,"sedan",60,513.645317220544,NA,"regular",40945.3824170269
13953,219,10,"Homme","Autre","CSP50","professionnel",38,"sedan",85,102.59003021148,NA,"diesel",37886.5682641908
22408,467,7,"Homme","Autre","CSP60","perso + travail",59,"sedan",50,881.0583081571,NA,"diesel",26893.1828752627
4793,511,2,"Homme","Autre","CSP50","perso",75,"vehicule utilitaire sport",52,1562.35649546828,"aucun","diesel",37012.0426250399
129624,316,1,"Homme","Autre","CSP50","professionnel",44,"sedan",50,3222.47220543807,NA,"diesel",45556.7134896896
27767,149,6,"Femme","Autre","CSP50","perso + travail",31,"sedan",60,274.225377643504,NA,"regular",11538.3262119951
131146,262,1,"Femme","Autre","CSP50","perso + travail",40,"autre minivan",55,2430.01812688822,NA,"regular",20449.755803326
68128,522,4,"Homme","Autre","CSP1","perso + travail",61,"sedan",50,362.688217522659,NA,"regular",41277.7201628027
28557,390,6,"Femme","Autre","CSP50","perso",57,"sedan",50,1418.61027190332,NA,"diesel",33085.7801828317
76437,533,7,"Homme","Autre","CSP50","perso",62,"autre minivan",50,551.078247734139,NA,"diesel",32025.1379999962
101626,110,1,"Femme","Autre","CSP50","perso + travail",28,"sedan",50,1084.0586102719,NA,"diesel",26547.1424627107
10967,172,6,"Femme","Autre","CSP48","perso + travail",34,"sedan",50,301.73746223565,NA,"regular",18846.9461752455
55554,378,7,"Homme","Autre","CSP50","professionnel",49,"sedan",50,4538.7163141994,NA,"regular",31502.7307195528
92416,174,5,"femme","Seul","CSP55","perso + travail",32,"vehicule utilitaire sport",68,843.660725075529,NA,"regular",34615.1914616546
24904,228,4,"Femme","Seul","CSP50","perso + travail",37,"station wagon",50,63.5075528700906,NA,"diesel",34481.2514884397
23470,351,2,"Femme","Autre","CSP50","professionnel",72,"sedan",92,1419.78851963746,NA,"regular",12141.900705626
85207,38,7,"Homme","Seul","CSP50","perso + travail",24,"sedan",85,5823.12416918429,NA,"diesel",27088.7716607072
9508,383,2,"Homme","Autre","CSP60","professionnel",52,"sedan",50,4326.52567975831,NA,"regular",13108.7863310033
14313,589,10,"Femme","Autre","CSP50","perso + travail",68,"sedan",50,751.887009063444,NA,"regular",14237.4992713721
6876,227,8,"Femme","Autre","CSP60","perso + travail",38,"minivan",50,799.947734138973,"aucun","diesel",34646.9837320386
73470,533,5,"Femme","Autre","CSP55","perso",82,"sedan",50,551.726283987915,NA,"regular",19467.2210829486
9796,141,4,"Homme","Autre","CSP50","professionnel",39,"van",60,1418.61027190332,"aucun","diesel",30405.3547761948
68686,112,1,"Homme","Seul","CSP50","perso",28,"cabriolet",85,347.830513595166,NA,"regular",26831.1891298145
16126,123,6,"Homme","Seul","CSP50","perso + travail",28,"sedan",80,1592.41359516616,NA,"regular",14046.4164602811
50449,210,8,"Femme","Autre","CSP66","perso + travail",36,"sedan",50,102.59003021148,NA,"regular",37569.9822821654
12981,292,1,"Femme","Autre","CSP60","perso + travail",43,"sedan",50,98.2540785498489,NA,"regular",17349.4906802412
18704,501,1,"Femme","Autre","CSP26","perso",62,"sedan",50,698.135347432024,NA,"regular",19001.7879963036
5781,316,4,"Homme","Autre","CSP55","perso + travail",44,"minivan",50,47.5187311178248,"garage communautaire","regular",32364.3299460063
65935,506,6,"Homme","Autre","CSP50","perso + travail",62,"coupe",65,1418.61027190332,NA,"regular",35306.7590825231
46531,509,7,"Homme","Autre","CSP26","perso + travail",62,"coupe",61,91.9033232628399,NA,"regular",35042.0654374234
99799,271,10,"Homme","Seul","CSP50","professionnel",44,"sedan",100,1852.5,NA,"regular",16964.5262603996
11556,474,1,"Homme","Autre","CSP50","perso",58,"sedan",50,2785.89607250755,NA,"diesel",31958.3808154132
21606,275,4,"Homme","Autre","CSP50","perso + travail",41,"sedan",50,4291.64954682779,"garage prive","regular",46129.404721626
31617,353,7,"Femme","Autre","CSP50","perso + travail",49,"autre minivan",50,2561.43987915408,"aucun","regular",34868.9576389119
1257,551,6,"Femme","Autre","CSP42","perso",65,"sedan",50,1418.61027190332,NA,"regular",16384.0110435785
14784,161,4,"Homme","Autre","CSP60","voyagement professionel",31,"van",50,8650.28247734139,NA,"diesel",38375.5448748096
103818,196,8,"Homme","Autre","CSP50","perso + travail",38,"sedan",58,3744.08247734139,NA,"regular",16402.245744426
19050,356,1,"Homme","Autre","CSP1","perso + travail",56,"sedan",50,8786.05196374622,NA,"regular",23427.4962050988
21810,429,5,"Femme","Autre","CSP60","perso",55,"coupe",50,1173.32265861027,"garage prive","regular",38369.1437149238
98649,859,6,"Femme","Autre","CSP50","perso",91,"sedan",272,339.559214501511,NA,"regular",21294.0561919085
19625,179,2,"Homme","Autre","CSP60","perso + travail",33,"bus",60,1498.2833836858,NA,"diesel",32564.0569843773
11021,216,6,"Homme","Seul","CSP50","perso + travail",36,"sedan",50,397.658610271903,NA,"regular",19126.7419421647
90163,384,6,"Femme","Autre","CSP50","perso + travail",52,"sedan",50,176.93746223565,NA,"regular",31129.55698209
44666,295,4,"Homme","Seul","CSP46","voyagement professionel",43,"coupe",66,352.944108761329,NA,"regular",8464.79406894972
57071,377,1,"Femme","Autre","CSP50","professionnel",49,"sedan",50,5072.21510574018,"aucun","regular",18535.6679443405
35571,409,10,"Homme","Autre","CSP50","perso",52,"coupe",50,102.59003021148,NA,"regular",60488.5690354336
51664,247,5,"Femme","Autre","CSP50","perso + travail",38,"sedan",50,352.237160120846,NA,"regular",15579.6658869042
135010,420,2,"Homme","Autre","CSP50","professionnel",53,"sedan",50,2868.71510574018,NA,"regular",40699.941465915
16219,190,4,"Femme","Autre","CSP50","perso + travail",36,"autre minivan",58,7128.08066465257,NA,"diesel",31355.5163895155
16840,403,4,"Homme","Autre","CSP50","professionnel",52,"autre minivan",50,3864.24018126888,NA,"diesel",42520.3689991851
8700,102,2,"Femme","Autre","CSP50","perso + travail",26,"sedan",60,781.178247734139,NA,"diesel",29192.5644210991
39534,113,4,"femme","Autre","CSP50","perso + travail",27,"sedan",57,4326.52567975831,NA,"diesel",30063.3244920734
62670,474,1,"Homme","Autre","CSP50","perso + travail",57,"sedan",50,670.587915407855,NA,"diesel",31686.4652341359
216,186,4,"Homme","Autre","CSP50","perso",35,"sedan",51,227.083685800604,NA,"regular",21835.6177806725
25363,156,4,"Homme","Autre","CSP60","perso + travail",42,"vehicule utilitaire sport",54,392.03836858006,NA,"diesel",37975.4719052672
20218,357,6,"Homme","Autre","CSP50","perso + travail",48,"minivan",50,785.855891238671,NA,"regular",34506.5463263385
37133,448,1,"Femme","Autre","CSP50","perso + travail",56,"sedan",50,712.674924471299,NA,"regular",20487.6541765098
53705,460,6,"Homme","Autre","CSP50","perso",63,"sedan",54,298.897885196375,NA,"regular",11208.5084817895
92958,588,5,"Homme","Autre","CSP1","professionnel",68,"sedan",50,928.518126888217,NA,"diesel",34972.9703592362
50901,215,5,"Homme","Autre","CSP50","perso",38,"vehicule utilitaire sport",50,1418.61027190332,NA,"regular",35682.4583471719
66,275,4,"Homme","Autre","CSP50","perso + travail",57,"sedan",82,5516.03746223565,NA,"regular",48817.4307727282
8220,249,5,"Homme","Autre","CSP49","professionnel",38,"station wagon",50,97.3232628398791,NA,"regular",35423.6906794422
130432,400,4,"Homme","Autre","CSP49","perso + travail",52,"sedan",50,168.006344410876,"aucun","regular",31561.9945245568
22443,240,4,"Homme","Autre","CSP50","perso + travail",44,"sedan",58,378.076132930514,NA,"regular",35516.3588787194
23246,308,4,"Homme","Autre","CSP60","perso",45,"minivan",50,1143.28912386707,NA,"diesel",43535.0713584773
99343,542,4,"Homme","Autre","CSP50","perso",68,"autre minivan",50,102.59003021148,NA,"diesel",43308.5482404862
12204,188,7,"femme","Autre","CSP50","perso",34,"sedan",50,294.090634441088,NA,"regular",15849.9947371615
75511,539,5,"Homme","Autre","CSP50","perso",68,"sedan",56,1418.61027190332,NA,"regular",22717.6954496883
1477,155,6,"Femme","Autre","CSP50","perso + travail",36,"sedan",90,1418.61027190332,NA,"regular",14338.8198105217
68838,310,1,"Femme","Seul","CSP50","perso + travail",44,"sedan",50,672.308157099698,NA,"regular",15681.4430556161
66072,651,7,"Homme","Autre","CSP50","perso",79,"sedan",56,1418.61027190332,NA,"regular",35166.6248671178
136692,411,5,"Homme","Autre","CSP50","perso",56,"autre minivan",50,563.838670694864,NA,"diesel",32238.3158033795
25368,317,2,"Femme","Autre","CSP50","professionnel",45,"bus",57,861.581873111782,"aucun","regular",28703.3027779165
55548,213,6,"Homme","Autre","CSP60","perso + travail",36,"sedan",52,1072.20543806647,NA,"diesel",19620.1310563138
32102,216,8,"Homme","Autre","CSP50","perso + travail",36,"sedan",50,375.872809667674,"aucun","diesel",18589.0594239802
17356,200,7,"Homme","Autre","CSP50","professionnel",36,"sedan",57,102.59003021148,NA,"regular",45278.5690488999
29326,266,10,"Homme","Autre","CSP1","professionnel",42,"sedan",53,1097.44350453172,NA,"regular",58980.2110970869
45877,724,9,"Homme","Autre","CSP50","perso",78,"sedan",50,380.42084592145,NA,"regular",15652.7499809513
21465,119,1,"Femme","Seul","CSP26","professionnel",28,"sedan",72,431.533232628399,NA,"regular",19356.2384601552
84068,60,1,"Homme","Autre","CSP50","professionnel",46,"sedan",106,401.53504531722,NA,"diesel",26773.6203732138
94104,264,1,"Homme","Autre","CSP50","perso",40,"minivan",50,873.717824773414,NA,"regular",40767.3429784697
13976,266,5,"Homme","Autre","CSP50","professionnel",41,"sedan",50,817.80996978852,NA,"regular",34402.3677748695
9631,273,10,"Homme","Autre","CSP50","professionnel",40,"sedan",51,94.02416918429,"aucun","regular",33737.1816997078
23987,364,1,"Femme","Seul","CSP50","perso + travail",50,"sedan",50,192.96163141994,NA,"diesel",31785.4672605098
14595,498,5,"Homme","Autre","CSP50","perso",77,"sedan",50,417.13504531722,NA,"regular",21487.980405789
8053,212,2,"Homme","Autre","CSP50","professionnel",39,"vehicule utilitaire sport",76,97.6531722054381,NA,"regular",54866.9331934995
77952,418,9,"Homme","Autre","CSP60","perso + travail",56,"sedan",71,289.577945619335,NA,"regular",26514.0146265003
52049,429,8,"Homme","Autre","CSP55","perso + travail",57,"sedan",67,720.097885196374,NA,"regular",26344.6763070635
35514,343,4,"Femme","Autre","CSP50","voyagement professionel",50,"cabriolet",50,4262.11087613293,NA,"regular",26972.6852921346
99486,408,10,"Homme","Autre","CSP66","perso + travail",54,"sedan",50,3584.9247734139,NA,"diesel",17230.9979587127
14805,582,7,"Femme","Autre","CSP50","perso",84,"sedan",75,4241.6918429003,NA,"regular",18588.7757845572
37040,466,7,"Femme","Autre","CSP50","perso + travail",56,"sedan",55,580.039577039275,NA,"regular",19144.7770703922
32994,171,4,"Homme","Seul","CSP50","professionnel",35,"vehicule utilitaire sport",90,2915.71540785498,NA,"diesel",38592.0836314519
42563,428,9,"Homme","Autre","CSP50","perso",76,"sedan",50,4326.52567975831,NA,"regular",8721.36128618326
86218,558,4,"Homme","Autre","CSP50","perso",64,"sedan",50,497.680060422961,NA,"diesel",29524.8903691343
18473,523,5,"Homme","Autre","CSP1","perso + travail",63,"sedan",62,9762.48942598187,"aucun","regular",36649.8939962377
2531,90,1,"Femme","Seul","CSP60","professionnel",31,"sedan",80,102.59003021148,"garage prive","diesel",26826.9969007352
487,373,6,"Homme","Autre","CSP50","professionnel",56,"autre minivan",52,1418.61027190332,"aucun","regular",30101.3231333809
102355,600,6,"Homme","Autre","CSP50","perso + travail",68,"vehicule utilitaire sport",50,332.100906344411,"garage communautaire","diesel",48679.4867027236
24941,364,1,"Homme","Autre","CSP46","professionnel",59,"sedan",76,1893.82114803625,NA,"regular",13171.1297204678
97954,364,2,"Femme","Autre","CSP50","perso",70,"sedan",50,133.483685800604,NA,"regular",21106.5601483693
29343,428,10,"Homme","Autre","CSP46","professionnel",54,"sedan",50,513.10332326284,NA,"regular",29857.2915052992
8302,295,5,"Homme","Autre","CSP60","perso + travail",42,"sedan",51,3161.0501510574,NA,"regular",43779.2862461368
22595,521,6,"Femme","Autre","CSP60","perso + travail",66,"sedan",50,1724.91933534743,NA,"diesel",23164.1705021982
10965,208,2,"Homme","Autre","CSP55","perso + travail",36,"sedan",50,102.59003021148,NA,"diesel",26533.9734524074
18875,290,6,"Homme","Autre","CSP50","perso + travail",44,"sedan",54,572.392749244713,NA,"diesel",41853.8871783581
11796,296,6,"Homme","Autre","CSP50","perso + travail",44,"sedan",51,1122.50483383686,NA,"diesel",43320.0965857825
95834,681,8,"Homme","Autre","CSP26","perso",74,"sedan",50,600.234743202417,NA,"regular",46946.3236186122
88865,465,6,"Femme","Autre","CSP55","professionnel",59,"sedan",50,2036.35377643505,NA,"regular",37324.039976337
6944,452,5,"Homme","Autre","CSP48","professionnel",55,"sedan",50,102.59003021148,"aucun","regular",24383.2340167516
22787,408,6,"Femme","Autre","CSP60","perso",65,"sedan",65,1468.3087613293,NA,"regular",24591.8404826543
28469,414,8,"Homme","Autre","CSP60","perso",63,"sedan",58,2163.26283987915,"garage communautaire","regular",19048.3511328343
24133,308,6,"Femme","Seul","CSP46","professionnel",47,"sedan",50,88.368580060423,NA,"regular",21224.1458694989
88486,252,7,"Femme","Autre","CSP1","perso + travail",40,"autre minivan",100,218.411782477341,NA,"regular",32382.5373188004
76380,393,2,"Homme","Autre","CSP50","professionnel",51,"van",50,404.233232628399,NA,"diesel",19391.7215670633
7042,316,5,"Homme","Autre","CSP50","perso + travail",44,"sedan",50,2930.43172205438,NA,"regular",19292.2348737631
80821,568,9,"Homme","Autre","CSP50","perso",65,"sedan",50,480.442296072507,NA,"diesel",34612.0973340152
105130,372,2,"Homme","Autre","CSP37","professionnel",60,"van",50,153.431419939577,NA,"diesel",21887.8514996172
71629,252,1,"Homme","Autre","CSP60","perso + travail",52,"minivan",50,562.153776435045,"aucun","diesel",33161.6999894963
44129,419,2,"Homme","Autre","CSP50","professionnel",54,"vehicule utilitaire sport",50,2163.26283987915,NA,"diesel",49702.1806482644
22969,780,2,"Homme","Autre","CSP50","perso",85,"sedan",76,2837.22054380665,NA,"regular",21793.9660603735
21332,480,11,"Femme","Autre","CSP42","perso",60,"sedan",50,171.069788519637,NA,"diesel",38406.6783217946
96306,483,8,"Homme","Autre","CSP55","perso + travail",60,"sedan",50,466.032326283988,NA,"regular",40332.3338064033
11198,348,9,"Homme","Autre","CSP50","perso",70,"sedan",50,1072.20543806647,NA,"diesel",30393.4220025176
17072,292,6,"Homme","Autre","CSP50","professionnel",42,"sedan",50,1958.22416918429,NA,"regular",24067.4762246462
71017,644,1,"Homme","Autre","CSP50","perso",73,"sedan",50,84.7395770392749,NA,"regular",21074.9085527472
6923,290,4,"Femme","Autre","CSP50","perso",45,"sedan",58,2608.22809667674,NA,"regular",22029.5649924886
52659,286,5,"Homme","Autre","CSP50","professionnel",47,"van",50,1807.2670694864,NA,"diesel",19212.7657381769
66640,139,5,"Homme","Autre","CSP50","perso + travail",41,"station wagon",76,971.147129909365,NA,"diesel",34516.9958463362
37855,505,5,"Femme","Autre","CSP37","perso",62,"station wagon",50,713.864954682779,"aucun","regular",15840.2688687313
58204,422,4,"Homme","Autre","CSP60","professionnel",53,"sedan",50,523.130211480362,NA,"regular",11642.993052583
108621,574,4,"Femme","Autre","CSP50","perso",68,"sedan",50,94.02416918429,"aucun","regular",27100.4793999208
462,330,4,"Homme","Autre","CSP50","perso",64,"sedan",50,1420.37764350453,NA,"regular",10667.9516206651
97097,651,7,"Homme","Autre","CSP50","perso",76,"sedan",59,471.299093655589,NA,"regular",43559.2842953553
74852,117,7,"Femme","Autre","CSP50","perso + travail",28,"sedan",60,106.042296072508,"aucun","regular",27239.5676319347
84878,149,7,"Homme","Autre","CSP50","perso",59,"sedan",60,1418.61027190332,NA,"regular",18617.8420478173
91019,559,7,"Homme","Autre","CSP60","perso",65,"sedan",50,3564.88277945619,NA,"regular",19605.4111331292
107648,318,10,"Homme","Autre","CSP55","perso + travail",47,"sedan",58,877.370392749245,NA,"diesel",16717.8004896152
24112,321,1,"Homme","Autre","CSP50","professionnel",46,"sedan",62,4860.04803625378,NA,"diesel",22254.8157588449
36102,656,2,"Homme","Autre","CSP50","perso",72,"sedan",50,578.331117824773,NA,"regular",18830.5315306913
31066,523,8,"Homme","Autre","CSP50","perso",71,"sedan",50,3501.16314199396,NA,"regular",24922.4783015487
140541,406,6,"Femme","Autre","CSP50","perso + travail",52,"station wagon",50,477.708761329305,NA,"diesel",31862.2103868433
28553,650,2,"Femme","Autre","CSP50","perso",73,"sedan",50,104.239577039275,NA,"regular",29232.8778743561
30649,616,6,"Homme","Autre","CSP50","perso",73,"sedan",50,4363.88791540785,NA,"regular",35833.8015357793
29207,296,4,"Homme","Autre","CSP20","professionnel",43,"sedan",50,1418.61027190332,NA,"diesel",32059.5786411929
84409,196,2,"Femme","Autre","CSP50","perso + travail",36,"cabriolet",50,187.871601208459,NA,"regular",15865.5444147085
4467,109,6,"Homme","Autre","CSP60","perso",29,"sedan",95,343.659516616314,NA,"diesel",26483.9806960107
23661,206,7,"Homme","Seul","CSP50","perso",36,"coupe",68,2794.37945619335,NA,"regular",39586.6697759236
63068,308,6,"Homme","Autre","CSP50","professionnel",44,"van",50,183.370694864048,"aucun","diesel",27420.2212324682
34346,301,2,"Femme","Autre","CSP50","perso + travail",45,"sedan",50,1021.69395770393,NA,"diesel",33490.3734225397
26452,244,6,"Homme","Autre","CSP1","perso",39,"sedan",59,1503.05528700906,NA,"diesel",19586.9999547719
9933,290,5,"Homme","Autre","CSP50","perso + travail",43,"sedan",50,1237.94954682779,"garage prive","diesel",38442.9359882291
108671,555,6,"Homme","Autre","CSP50","professionnel",78,"van",90,1418.61027190332,NA,"diesel",15573.7909333201
98510,590,2,"Homme","Autre","CSP6","perso",67,"sedan",50,167.405438066465,"garage communautaire","diesel",30205.228593989
26481,93,2,"Femme","Autre","CSP50","perso + travail",27,"sedan",85,2822.17432024169,NA,"regular",16328.3524668335
9830,171,6,"Femme","Autre","CSP50","perso + travail",33,"sedan",64,168.006344410876,NA,"diesel",32639.6568186233
11290,624,6,"Homme","Autre","CSP50","perso + travail",73,"sedan",50,6280.06042296072,NA,"regular",22805.1161223048
120248,173,6,"Homme","Autre","CSP26","perso + travail",34,"sedan",66,44.8087613293051,NA,"diesel",30235.5334304375
39157,220,1,"Homme","Seul","CSP50","perso + travail",36,"cabriolet",50,3180.2084592145,NA,"regular",40076.0102540487
4222,224,6,"Femme","Autre","CSP66","perso + travail",38,"sedan",80,193.692145015106,NA,"regular",14132.1133003515
38441,224,5,"Homme","Autre","CSP1","professionnel",53,"van",72,1204,NA,"diesel",32053.5276218523
19403,469,10,"Homme","Autre","CSP49","professionnel",58,"station wagon",50,1300,"garage communautaire","regular",53407.0300747685
38670,667,7,"Homme","Autre","CSP26","perso",81,"sedan",91,14775,NA,"regular",34231.1686549453
65469,413,7,"Homme","Autre","CSP1","professionnel",56,"sedan",95,129.15,NA,"diesel",37890.3085435934
20742,454,1,"Homme","Autre","CSP46","professionnel",56,"vehicule utilitaire sport",50,1326,NA,"diesel",43657.5265695517
29731,295,5,"Femme","Autre","CSP37","professionnel",43,"autre minivan",108,2768.71,NA,"regular",26941.93962347
90469,297,1,"Homme","Seul","CSP50","perso",44,"sedan",72,2525.3,NA,"diesel",21787.8703082667
18650,262,10,"Femme","Seul","CSP50","perso + travail",42,"sedan",68,1205,NA,"regular",8279.11985541892
28555,468,8,"Homme","Autre","CSP48","perso",59,"sedan",68,1178.19,NA,"diesel",29979.18736999
1090,544,10,"Homme","Autre","CSP1","perso + travail",64,"cabriolet",50,84.93,NA,"regular",35780.7550103575
16734,405,1,"Homme","Autre","CSP60","perso + travail",52,"sedan",50,1300,NA,"regular",20087.2556949591
90821,550,10,"Homme","Autre","CSP50","professionnel",65,"sedan",50,1205,NA,"regular",59709.1728139348
104594,263,6,"Homme","Autre","CSP50","professionnel",40,"sedan",78,2809.72,NA,"regular",13383.9539954764
37289,453,4,"Femme","Autre","CSP50","perso + travail",60,"vehicule utilitaire sport",50,1640,NA,"diesel",32197.9900576483
6551,602,10,"Femme","Autre","CSP60","perso",82,"sedan",50,147.71,NA,"diesel",36263.4998484309
45967,367,10,"Homme","Autre","CSP60","perso + travail",48,"sedan",50,264.69,"aucun","regular",11141.1236675205
97860,327,7,"Homme","Autre","CSP37","perso + travail",46,"cabriolet",80,692.72,NA,"regular",40959.3005545265
96058,580,4,"Femme","Autre","CSP50","perso",87,"sedan",50,16101,NA,"regular",18834.2023142655
54425,130,5,"Femme","Autre","CSP49","perso + travail",29,"sedan",125,1204,NA,"regular",16199.8783180257
97765,215,5,"Homme","Seul","CSP50","perso + travail",36,"sedan",60,1204,NA,"regular",13282.773261982
11746,343,6,"Homme","Seul","CSP50","professionnel",50,"cabriolet",95,1326,NA,"regular",45777.5629143315
8913,332,6,"Homme","Autre","CSP60","perso + travail",55,"sedan",50,401.64,NA,"regular",26948.7904612146
48425,125,6,"Femme","Seul","CSP50","perso + travail",29,"sedan",112,1204,NA,"regular",33818.0974216936
53623,438,5,"Homme","Autre","CSP60","perso",55,"autre minivan",64,1300,"aucun","diesel",40805.0617490504
26107,354,10,"Femme","Autre","CSP50","perso + travail",50,"sedan",50,579.85,NA,"regular",10354.6774476241
46831,420,6,"Homme","Autre","CSP50","perso",62,"cabriolet",50,1204,NA,"regular",27277.5191357683
104587,417,1,"Femme","Autre","CSP50","perso + travail",53,"sedan",50,75,NA,"diesel",21690.111036909
13207,195,1,"Homme","Autre","CSP66","perso + travail",34,"station wagon",68,497.54,NA,"diesel",37337.7843758385
52835,264,4,"Femme","Autre","CSP1","perso",40,"sedan",100,1205,NA,"diesel",29876.2136510427
4112,383,6,"Femme","Autre","CSP50","professionnel",50,"sedan",50,460.37,NA,"regular",16206.4433278588
20154,428,10,"Homme","Autre","CSP55","professionnel",67,"autre minivan",50,1204,"aucun","regular",38633.9008110565
79388,684,6,"Homme","Autre","CSP50","professionnel",75,"sedan",50,1204,NA,"regular",18346.7070059328
26664,224,1,"Homme","Autre","CSP50","perso + travail",37,"sedan",50,699.85,NA,"diesel",33170.0923637838
27095,297,1,"Homme","Seul","CSP55","professionnel",47,"sedan",50,1072.89,NA,"regular",33012.2453038074
76577,222,6,"Femme","Seul","CSP50","perso + travail",38,"sedan",76,1205,NA,"diesel",33176.8059782929
25432,396,10,"Homme","Autre","CSP50","professionnel",51,"station wagon",50,8774.43,NA,"diesel",36090.4365049215
3015,455,2,"Homme","Autre","CSP1","perso + travail",56,"sedan",50,1204,NA,"regular",30936.9000465894
67542,126,10,"Femme","Seul","CSP50","perso + travail",29,"sedan",80,168.96,NA,"regular",18264.8346098012
